target_aphia_id,target_taxon_name,target_taxon_level,lit_aphia_id,lit_taxon_name,lit_taxon_level,lit_taxon_type,citation,trait_group,trait_value,trait_unit,Gender
157683,Tortanus_UnID,Genus,720413,Tortanus (Atortus) bonjoi,Species,species within genus,"Othman, B.H.R. (1987). Two new species of Tortanus (Crustacea, Copepoda) from Sabah, Malaysia. Malayan Nature Journal 41(1):61-73.",maximum adult body length,2.59,mm,female
157683,Tortanus_UnID,Genus,720413,Tortanus (Atortus) bonjoi,Species,species within genus,"Razouls, C., N. Desreumaux, J. Kouwenberg & F. de Bovée. (2005). Biodiversity of Marine Planktonic Copepods (morphology, geographical distribution and biological data). Sorbonne University, CNRS. ",maximum adult body length,1.64,mm,male
157683,Tortanus_UnID,Genus,720413,Tortanus (Atortus) bonjoi,Species,species within genus,"Razouls, C., N. Desreumaux, J. Kouwenberg & F. de Bovée. (2005). Biodiversity of Marine Planktonic Copepods (morphology, geographical distribution and biological data). Sorbonne University, CNRS. ",maximum adult body length,2.59,mm,female
157683,Tortanus_UnID,Genus,720414,Tortanus (Atortus) bowmani,Species,species within genus,"Othman, B.H.R. (1987). Two new species of Tortanus (Crustacea, Copepoda) from Sabah, Malaysia. Malayan Nature Journal 41(1):61-73.",maximum adult body length,1.64,mm,male
157683,Tortanus_UnID,Genus,720414,Tortanus (Atortus) bowmani,Species,species within genus,"Othman, B.H.R. (1987). Two new species of Tortanus (Crustacea, Copepoda) from Sabah, Malaysia. Malayan Nature Journal 41(1):61-73.",maximum adult body length,2.01,mm,female
157683,Tortanus_UnID,Genus,720414,Tortanus (Atortus) bowmani,Species,species within genus,"Razouls, C., N. Desreumaux, J. Kouwenberg & F. de Bovée. (2005). Biodiversity of Marine Planktonic Copepods (morphology, geographical distribution and biological data). Sorbonne University, CNRS. ",maximum adult body length,1.64,mm,male
157683,Tortanus_UnID,Genus,720414,Tortanus (Atortus) bowmani,Species,species within genus,"Razouls, C., N. Desreumaux, J. Kouwenberg & F. de Bovée. (2005). Biodiversity of Marine Planktonic Copepods (morphology, geographical distribution and biological data). Sorbonne University, CNRS. ",maximum adult body length,2.01,mm,female
157683,Tortanus_UnID,Genus,720415,Tortanus (Atortus) brevipes,Species,species within genus,"Scott, A. (1909). The Copepoda of the Siboga Expedition. Part I. Free-swimming, littoral and semi-parasitic Copepoda. Siboga Expeditie, Monograph, Leiden. 29:1-323, pls. 1-69.",maximum adult body length,2.3,mm,female
157683,Tortanus_UnID,Genus,720592,Tortanus (Boreotortanus) discaudatus,Species,species within genus,"Ohtsuka, S. & J.W. Reid. (1998). Phylogeny and zoogeography of the planktonic copepod genus Tortanus (Calanoida: Tortanidae), with establishment of a new subgenus and descriptions of two new species. Journal of Crustacean Biology 18(4):774-807. (xi.1998)",maximum adult body length,2.5,mm,male
157683,Tortanus_UnID,Genus,720592,Tortanus (Boreotortanus) discaudatus,Species,species within genus,"Ohtsuka, S. & J.W. Reid. (1998). Phylogeny and zoogeography of the planktonic copepod genus Tortanus (Calanoida: Tortanidae), with establishment of a new subgenus and descriptions of two new species. Journal of Crustacean Biology 18(4):774-807. (xi.1998)",maximum adult body length,3.1,mm,female
157683,Tortanus_UnID,Genus,720592,Tortanus (Boreotortanus) discaudatus,Species,species within genus,"Breemen, P.J. van. (1908). VIII. Copepoden. In: Nordisches Plankton, Zoologischer Teil, Vierter Band, Verlag von Lipsius & Tischer, Kiel. 4(8):1-264, figs. 1-251.",maximum adult body length,2,mm,male
157683,Tortanus_UnID,Genus,720592,Tortanus (Boreotortanus) discaudatus,Species,species within genus,"Breemen, P.J. van. (1908). VIII. Copepoden. In: Nordisches Plankton, Zoologischer Teil, Vierter Band, Verlag von Lipsius & Tischer, Kiel. 4(8):1-264, figs. 1-251.",maximum adult body length,2.25,mm,female
157683,Tortanus_UnID,Genus,720592,Tortanus (Boreotortanus) discaudatus,Species,species within genus,"Scripps Institution of Oceanography: Zooplankton Guide, [online] Available from: https://scripps.ucsd.edu/zooplanktonguide/ (Accessed 17 October 2015), 2015. ",maximum adult body length,2.5,mm,male
157683,Tortanus_UnID,Genus,720592,Tortanus (Boreotortanus) discaudatus,Species,species within genus,"Razouls, C., N. Desreumaux, J. Kouwenberg & F. de Bovée. (2005). Biodiversity of Marine Planktonic Copepods (morphology, geographical distribution and biological data). Sorbonne University, CNRS. ",maximum adult body length,2.62,mm,male
157683,Tortanus_UnID,Genus,720592,Tortanus (Boreotortanus) discaudatus,Species,species within genus,"Scripps Institution of Oceanography: Zooplankton Guide, [online] Available from: https://scripps.ucsd.edu/zooplanktonguide/ (Accessed 17 October 2015), 2015. ",maximum adult body length,2.8,mm,female
157683,Tortanus_UnID,Genus,720592,Tortanus (Boreotortanus) discaudatus,Species,species within genus,"Razouls, C., N. Desreumaux, J. Kouwenberg & F. de Bovée. (2005). Biodiversity of Marine Planktonic Copepods (morphology, geographical distribution and biological data). Sorbonne University, CNRS. ",maximum adult body length,3.1,mm,female
157683,Tortanus_UnID,Genus,720416,Tortanus (Atortus) capensis,Species,species within genus,"Grindley, J.R. (1978). A new species of Tortanus (Crustacea, Copepoda) from South Africa. Annals of the South African Museum 74(9):219-228, figs. 1-4, tabs 1-3. (i-1978)",maximum adult body length,1.85,mm,male
157683,Tortanus_UnID,Genus,720416,Tortanus (Atortus) capensis,Species,species within genus,"Grindley, J.R. (1978). A new species of Tortanus (Crustacea, Copepoda) from South Africa. Annals of the South African Museum 74(9):219-228, figs. 1-4, tabs 1-3. (i-1978)",maximum adult body length,2.4,mm,female
157683,Tortanus_UnID,Genus,720416,Tortanus (Atortus) capensis,Species,species within genus,"Razouls, C., N. Desreumaux, J. Kouwenberg & F. de Bovée. (2005). Biodiversity of Marine Planktonic Copepods (morphology, geographical distribution and biological data). Sorbonne University, CNRS. ",maximum adult body length,1.85,mm,male
157683,Tortanus_UnID,Genus,720416,Tortanus (Atortus) capensis,Species,species within genus,"Razouls, C., N. Desreumaux, J. Kouwenberg & F. de Bovée. (2005). Biodiversity of Marine Planktonic Copepods (morphology, geographical distribution and biological data). Sorbonne University, CNRS. ",maximum adult body length,2.4,mm,female
157683,Tortanus_UnID,Genus,720417,Tortanus (Acutanus) compernis,Species,species within genus,"González, J.G. & T.E. Bowman. (1965). Planktonic copepods from Bahía Fosforescente, Puerto Rico, and adjacent waters. Proceedings of the United States National Museum 117(3513):241-303. (24-viii-1965)",maximum adult body length,1.08,mm,male
157683,Tortanus_UnID,Genus,720417,Tortanus (Acutanus) compernis,Species,species within genus,"González, J.G. & T.E. Bowman. (1965). Planktonic copepods from Bahía Fosforescente, Puerto Rico, and adjacent waters. Proceedings of the United States National Museum 117(3513):241-303. (24-viii-1965)",maximum adult body length,1.19,mm,female
157683,Tortanus_UnID,Genus,720417,Tortanus (Acutanus) compernis,Species,species within genus,"Razouls, C., N. Desreumaux, J. Kouwenberg & F. de Bovée. (2005). Biodiversity of Marine Planktonic Copepods (morphology, geographical distribution and biological data). Sorbonne University, CNRS. ",maximum adult body length,1.08,mm,male
157683,Tortanus_UnID,Genus,720417,Tortanus (Acutanus) compernis,Species,species within genus,"Razouls, C., N. Desreumaux, J. Kouwenberg & F. de Bovée. (2005). Biodiversity of Marine Planktonic Copepods (morphology, geographical distribution and biological data). Sorbonne University, CNRS. ",maximum adult body length,1.19,mm,female
157683,Tortanus_UnID,Genus,720593,Tortanus (Eutortanus) sheni,Species,species within genus,"Shen, C.J. & F.S. Lee. (1963). The estuarine Copepoda of Chiekong and Zaikong Rivers, Kwantung Province, China. Acta Zoologica Sinica 15(4):571-596. (xii-1996, Chinese with English summary).",maximum adult body length,1.59,mm,male
157683,Tortanus_UnID,Genus,720593,Tortanus (Eutortanus) sheni,Species,species within genus,"Shen, C.J. & F.S. Lee. (1963). The estuarine Copepoda of Chiekong and Zaikong Rivers, Kwantung Province, China. Acta Zoologica Sinica 15(4):571-596. (xii-1996, Chinese with English summary).",maximum adult body length,1.75,mm,female
157683,Tortanus_UnID,Genus,720418,Tortanus (Eutortanus) derjugini,Species,species within genus,"Brodsky, K.A. (1950). Calanoida of the far-eastern seas and polar basin of the USSR. Veslonogie rachki (Calanoida) dalnevostochnykh morei SSSR i pol'yarnogo basseina. Opredeliteli po Faune SSSR, Nauka, Leningrad 35:1-442, figs. 1-306. (Russian). English translation (see Brodsky, 1967).",maximum adult body length,1.97,mm,male
157683,Tortanus_UnID,Genus,720418,Tortanus (Eutortanus) derjugini,Species,species within genus,"Brodsky, K.A. (1950). Calanoida of the far-eastern seas and polar basin of the USSR. Veslonogie rachki (Calanoida) dalnevostochnykh morei SSSR i pol'yarnogo basseina. Opredeliteli po Faune SSSR, Nauka, Leningrad 35:1-442, figs. 1-306. (Russian). English translation (see Brodsky, 1967).",maximum adult body length,2.26,mm,female
157683,Tortanus_UnID,Genus,720418,Tortanus (Eutortanus) derjugini,Species,species within genus,"Razouls, C., N. Desreumaux, J. Kouwenberg & F. de Bovée. (2005). Biodiversity of Marine Planktonic Copepods (morphology, geographical distribution and biological data). Sorbonne University, CNRS. ",maximum adult body length,2.09,mm,male
157683,Tortanus_UnID,Genus,720418,Tortanus (Eutortanus) derjugini,Species,species within genus,"Razouls, C., N. Desreumaux, J. Kouwenberg & F. de Bovée. (2005). Biodiversity of Marine Planktonic Copepods (morphology, geographical distribution and biological data). Sorbonne University, CNRS. ",maximum adult body length,2.36,mm,female
157683,Tortanus_UnID,Genus,720588,Tortanus (Eutortanus) dextrilobatus,Species,species within genus,"Ohtsuka, S., Y.H. Yoon & Y. Endo. (1992). Taxonomic studies on brackish copepods in Korean waters. 1 Redescription of Tortanus dextrilobatus Chen and Zhang, 1965 from Korean waters, with remarks on zoogeography of the subgenus Eutortanus. Journal of the Oceanological Society of Korea 27(2):112-122.",maximum adult body length,2.05,mm,male
157683,Tortanus_UnID,Genus,720588,Tortanus (Eutortanus) dextrilobatus,Species,species within genus,"Ohtsuka, S., Y.H. Yoon & Y. Endo. (1992). Taxonomic studies on brackish copepods in Korean waters. 1 Redescription of Tortanus dextrilobatus Chen and Zhang, 1965 from Korean waters, with remarks on zoogeography of the subgenus Eutortanus. Journal of the Oceanological Society of Korea 27(2):112-122.",maximum adult body length,2.25,mm,female
157683,Tortanus_UnID,Genus,720588,Tortanus (Eutortanus) dextrilobatus,Species,species within genus,"Razouls, C., N. Desreumaux, J. Kouwenberg & F. de Bovée. (2005). Biodiversity of Marine Planktonic Copepods (morphology, geographical distribution and biological data). Sorbonne University, CNRS. ",maximum adult body length,2.05,mm,male
157683,Tortanus_UnID,Genus,720588,Tortanus (Eutortanus) dextrilobatus,Species,species within genus,"Razouls, C., N. Desreumaux, J. Kouwenberg & F. de Bovée. (2005). Biodiversity of Marine Planktonic Copepods (morphology, geographical distribution and biological data). Sorbonne University, CNRS. ",maximum adult body length,2.25,mm,female
157683,Tortanus_UnID,Genus,720419,Tortanus (Atortus) digitalis,Species,species within genus,"Ohtsuka, S. & K. Kimoto. (1989). Tortanus (Atortus) (Copepoda: Calanoida) of southern Japanese waters, with description of two new species, T. (A.) digitalis and T. (A.) ryukyuensis, and discussion on distribution and swarming behavior of Atortus. Journal of Crustacean Biology 9(3):392-408.",maximum adult body length,1.96,mm,male
157683,Tortanus_UnID,Genus,720419,Tortanus (Atortus) digitalis,Species,species within genus,"Ohtsuka, S. & K. Kimoto. (1989). Tortanus (Atortus) (Copepoda: Calanoida) of southern Japanese waters, with description of two new species, T. (A.) digitalis and T. (A.) ryukyuensis, and discussion on distribution and swarming behavior of Atortus. Journal of Crustacean Biology 9(3):392-408.",maximum adult body length,2.84,mm,female
157683,Tortanus_UnID,Genus,720419,Tortanus (Atortus) digitalis,Species,species within genus,"Razouls, C., N. Desreumaux, J. Kouwenberg & F. de Bovée. (2005). Biodiversity of Marine Planktonic Copepods (morphology, geographical distribution and biological data). Sorbonne University, CNRS. ",maximum adult body length,1.96,mm,male
157683,Tortanus_UnID,Genus,720419,Tortanus (Atortus) digitalis,Species,species within genus,"Razouls, C., N. Desreumaux, J. Kouwenberg & F. de Bovée. (2005). Biodiversity of Marine Planktonic Copepods (morphology, geographical distribution and biological data). Sorbonne University, CNRS. ",maximum adult body length,2.84,mm,female
157683,Tortanus_UnID,Genus,720590,Tortanus (Acutanus) ecornatus,Species,species within genus,"Ohtsuka, S. & J.W. Reid. (1998). Phylogeny and zoogeography of the planktonic copepod genus Tortanus (Calanoida: Tortanidae), with establishment of a new subgenus and descriptions of two new species. Journal of Crustacean Biology 18(4):774-807. (xi.1998)",maximum adult body length,0.79,mm,male
157683,Tortanus_UnID,Genus,720590,Tortanus (Acutanus) ecornatus,Species,species within genus,"Ohtsuka, S. & J.W. Reid. (1998). Phylogeny and zoogeography of the planktonic copepod genus Tortanus (Calanoida: Tortanidae), with establishment of a new subgenus and descriptions of two new species. Journal of Crustacean Biology 18(4):774-807. (xi.1998)",maximum adult body length,0.94,mm,female
157683,Tortanus_UnID,Genus,720420,Tortanus (Atortus) erabuensis,Species,species within genus,"Ohtsuka, S. & K. Kimoto. (1989). Tortanus (Atortus) (Copepoda: Calanoida) of southern Japanese waters, with description of two new species, T. (A.) digitalis and T. (A.) ryukyuensis, and discussion on distribution and swarming behavior of Atortus. Journal of Crustacean Biology 9(3):392-408.",maximum adult body length,2.2,mm,male
157683,Tortanus_UnID,Genus,720420,Tortanus (Atortus) erabuensis,Species,species within genus,"Ohtsuka, S. & K. Kimoto. (1989). Tortanus (Atortus) (Copepoda: Calanoida) of southern Japanese waters, with description of two new species, T. (A.) digitalis and T. (A.) ryukyuensis, and discussion on distribution and swarming behavior of Atortus. Journal of Crustacean Biology 9(3):392-408.",maximum adult body length,2.44,mm,female
157683,Tortanus_UnID,Genus,720420,Tortanus (Atortus) erabuensis,Species,species within genus,"Razouls, C., N. Desreumaux, J. Kouwenberg & F. de Bovée. (2005). Biodiversity of Marine Planktonic Copepods (morphology, geographical distribution and biological data). Sorbonne University, CNRS. ",maximum adult body length,2.2,mm,male
157683,Tortanus_UnID,Genus,720420,Tortanus (Atortus) erabuensis,Species,species within genus,"Razouls, C., N. Desreumaux, J. Kouwenberg & F. de Bovée. (2005). Biodiversity of Marine Planktonic Copepods (morphology, geographical distribution and biological data). Sorbonne University, CNRS. ",maximum adult body length,2.44,mm,female
157683,Tortanus_UnID,Genus,720587,Tortanus (Tortanus) forcipatus,Species,species within genus,"Al-Yamani, F.Y., V. Skryabin, A. Gubanova, S. Khvorov & I. Prusova. (2011). Marine Zooplankton Practical Guide for the Northwestern Arabian Gulf. Volume 2. Kuwait Institute for Scientific Research, Safat Kuwait. 196 pp.",maximum adult body length,1.2,mm,male
157683,Tortanus_UnID,Genus,720587,Tortanus (Tortanus) forcipatus,Species,species within genus,"Mulyadi. (2009). Species of the genera Temora and  Tortanus from Indonesian coastal waters. Berkala Penelitian Hayati, Journal of Biologiacl Researches. 14: 125–135.",maximum adult body length,1.27,mm,female
157683,Tortanus_UnID,Genus,720587,Tortanus (Tortanus) forcipatus,Species,species within genus,"Conway, D.V.P., R.G. White, J. Hugues-Dit-Ciles, C.P. Gallienne & D.B. Robins. (2003). Guide to the coastal and surface zooplankton of the south-western Indian Ocean. Marine Biological Association of the United Kingdom Occasional Publication. UK-DEFRA Darwin Initiative Project 162/09/004 Zooplankton of the Mascarene Plateau. 15:1-354.",maximum adult body length,1.08,mm,male
157683,Tortanus_UnID,Genus,720587,Tortanus (Tortanus) forcipatus,Species,species within genus,"Razouls, C., N. Desreumaux, J. Kouwenberg & F. de Bovée. (2005). Biodiversity of Marine Planktonic Copepods (morphology, geographical distribution and biological data). Sorbonne University, CNRS. ",maximum adult body length,1.2,mm,male
157683,Tortanus_UnID,Genus,720587,Tortanus (Tortanus) forcipatus,Species,species within genus,"Conway, D.V.P., R.G. White, J. Hugues-Dit-Ciles, C.P. Gallienne & D.B. Robins. (2003). Guide to the coastal and surface zooplankton of the south-western Indian Ocean. Marine Biological Association of the United Kingdom Occasional Publication. UK-DEFRA Darwin Initiative Project 162/09/004 Zooplankton of the Mascarene Plateau. 15:1-354.",maximum adult body length,1.91,mm,female
157683,Tortanus_UnID,Genus,720587,Tortanus (Tortanus) forcipatus,Species,species within genus,"Razouls, C., N. Desreumaux, J. Kouwenberg & F. de Bovée. (2005). Biodiversity of Marine Planktonic Copepods (morphology, geographical distribution and biological data). Sorbonne University, CNRS. ",maximum adult body length,2,mm,female
157683,Tortanus_UnID,Genus,720422,Tortanus (Atortus) giesbrechti,Species,species within genus,"Jones, E.C. & T.S. Park. (1968). A new species of Tortanus (Calanoida) from Pago Pago Harbor, American Samoa. Crustaceana, Supplement, Leiden 1:152-158, figs. 1-23. (bound in Crustaceana)",maximum adult body length,2.37,mm,male
157683,Tortanus_UnID,Genus,720422,Tortanus (Atortus) giesbrechti,Species,species within genus,"Jones, E.C. & T.S. Park. (1968). A new species of Tortanus (Calanoida) from Pago Pago Harbor, American Samoa. Crustaceana, Supplement, Leiden 1:152-158, figs. 1-23. (bound in Crustaceana)",maximum adult body length,2.7,mm,female
157683,Tortanus_UnID,Genus,720422,Tortanus (Atortus) giesbrechti,Species,species within genus,"Razouls, C., N. Desreumaux, J. Kouwenberg & F. de Bovée. (2005). Biodiversity of Marine Planktonic Copepods (morphology, geographical distribution and biological data). Sorbonne University, CNRS. ",maximum adult body length,2.7,mm,female
157683,Tortanus_UnID,Genus,720560,Tortanus (Tortanus) gracilis,Species,species within genus,"Chen, Q.C. & S.Z. Zhang. (1965). The planktonic copepods of the Yellow Sea and the East China Sea. I. Calanoida. Hai Yang K'o Hsueh Chi K'an, Studia Marina Sinica 7(1):20-131, pls. 1-53. (In Chinese; English summary.)",maximum adult body length,1.4,mm,male
157683,Tortanus_UnID,Genus,720560,Tortanus (Tortanus) gracilis,Species,species within genus,"Chen, Q.C. & S.Z. Zhang. (1965). The planktonic copepods of the Yellow Sea and the East China Sea. I. Calanoida. Hai Yang K'o Hsueh Chi K'an, Studia Marina Sinica 7(1):20-131, pls. 1-53. (In Chinese; English summary.)",maximum adult body length,1.8,mm,female
157683,Tortanus_UnID,Genus,720560,Tortanus (Tortanus) gracilis,Species,species within genus,"Conway, D.V.P., R.G. White, J. Hugues-Dit-Ciles, C.P. Gallienne & D.B. Robins. (2003). Guide to the coastal and surface zooplankton of the south-western Indian Ocean. Marine Biological Association of the United Kingdom Occasional Publication. UK-DEFRA Darwin Initiative Project 162/09/004 Zooplankton of the Mascarene Plateau. 15:1-354.",maximum adult body length,1.5,mm,male
157683,Tortanus_UnID,Genus,720560,Tortanus (Tortanus) gracilis,Species,species within genus,"Razouls, C., N. Desreumaux, J. Kouwenberg & F. de Bovée. (2005). Biodiversity of Marine Planktonic Copepods (morphology, geographical distribution and biological data). Sorbonne University, CNRS. ",maximum adult body length,1.8,mm,male
157683,Tortanus_UnID,Genus,720560,Tortanus (Tortanus) gracilis,Species,species within genus,"Conway, D.V.P., R.G. White, J. Hugues-Dit-Ciles, C.P. Gallienne & D.B. Robins. (2003). Guide to the coastal and surface zooplankton of the south-western Indian Ocean. Marine Biological Association of the United Kingdom Occasional Publication. UK-DEFRA Darwin Initiative Project 162/09/004 Zooplankton of the Mascarene Plateau. 15:1-354.",maximum adult body length,2.1,mm,female
157683,Tortanus_UnID,Genus,720560,Tortanus (Tortanus) gracilis,Species,species within genus,"Razouls, C., N. Desreumaux, J. Kouwenberg & F. de Bovée. (2005). Biodiversity of Marine Planktonic Copepods (morphology, geographical distribution and biological data). Sorbonne University, CNRS. ",maximum adult body length,2.1,mm,female
157683,Tortanus_UnID,Genus,720584,Tortanus (Atortus) insularis,Species,species within genus,"Ohtsuka, S. & D.V.P. Conway. (2003). A new species of Tortanus (Atortus) (Copepoda: Calanoida: Tortanidae) from Rodrigues Island, Mauritius. Journal of the Marine Biological Association of the United Kingdom. 83(2):355-360.",maximum adult body length,2.44,mm,male
157683,Tortanus_UnID,Genus,720584,Tortanus (Atortus) insularis,Species,species within genus,"Ohtsuka, S. & D.V.P. Conway. (2003). A new species of Tortanus (Atortus) (Copepoda: Calanoida: Tortanidae) from Rodrigues Island, Mauritius. Journal of the Marine Biological Association of the United Kingdom. 83(2):355-360.",maximum adult body length,2.72,mm,female
157683,Tortanus_UnID,Genus,720584,Tortanus (Atortus) insularis,Species,species within genus,"Conway, D.V.P., R.G. White, J. Hugues-Dit-Ciles, C.P. Gallienne & D.B. Robins. (2003). Guide to the coastal and surface zooplankton of the south-western Indian Ocean. Marine Biological Association of the United Kingdom Occasional Publication. UK-DEFRA Darwin Initiative Project 162/09/004 Zooplankton of the Mascarene Plateau. 15:1-354.",maximum adult body length,2.44,mm,male
157683,Tortanus_UnID,Genus,720584,Tortanus (Atortus) insularis,Species,species within genus,"Razouls, C., N. Desreumaux, J. Kouwenberg & F. de Bovée. (2005). Biodiversity of Marine Planktonic Copepods (morphology, geographical distribution and biological data). Sorbonne University, CNRS. ",maximum adult body length,2.44,mm,male
157683,Tortanus_UnID,Genus,720584,Tortanus (Atortus) insularis,Species,species within genus,"Conway, D.V.P., R.G. White, J. Hugues-Dit-Ciles, C.P. Gallienne & D.B. Robins. (2003). Guide to the coastal and surface zooplankton of the south-western Indian Ocean. Marine Biological Association of the United Kingdom Occasional Publication. UK-DEFRA Darwin Initiative Project 162/09/004 Zooplankton of the Mascarene Plateau. 15:1-354.",maximum adult body length,2.72,mm,female
157683,Tortanus_UnID,Genus,720584,Tortanus (Atortus) insularis,Species,species within genus,"Razouls, C., N. Desreumaux, J. Kouwenberg & F. de Bovée. (2005). Biodiversity of Marine Planktonic Copepods (morphology, geographical distribution and biological data). Sorbonne University, CNRS. ",maximum adult body length,2.72,mm,female
157683,Tortanus_UnID,Genus,720602,Tortanus (Eutortanus) komachi,Species,species within genus,"Itoh, H., S. Ohtsuka & T. Sato. (2001). New species of Tortanus (Copepoda; Calanoida) from stomach contents of chum salmon juveniles collected from the Sea of Japan. Plankton Biology and Ecology 48(1):59-67.",maximum adult body length,2.5,mm,male
157683,Tortanus_UnID,Genus,720602,Tortanus (Eutortanus) komachi,Species,species within genus,"Itoh, H., S. Ohtsuka & T. Sato. (2001). New species of Tortanus (Copepoda; Calanoida) from stomach contents of chum salmon juveniles collected from the Sea of Japan. Plankton Biology and Ecology 48(1):59-67.",maximum adult body length,3.28,mm,female
157683,Tortanus_UnID,Genus,720602,Tortanus (Eutortanus) komachi,Species,species within genus,"Razouls, C., N. Desreumaux, J. Kouwenberg & F. de Bovée. (2005). Biodiversity of Marine Planktonic Copepods (morphology, geographical distribution and biological data). Sorbonne University, CNRS. ",maximum adult body length,2.5,mm,male
157683,Tortanus_UnID,Genus,720602,Tortanus (Eutortanus) komachi,Species,species within genus,"Razouls, C., N. Desreumaux, J. Kouwenberg & F. de Bovée. (2005). Biodiversity of Marine Planktonic Copepods (morphology, geographical distribution and biological data). Sorbonne University, CNRS. ",maximum adult body length,3.28,mm,female
157683,Tortanus_UnID,Genus,720423,Tortanus (Atortus) longipes,Species,species within genus,"Tanaka, O. (1965). The pelagic copepods of the Izu region, Middle Japan. Systematic account XIII. Parapontellidae, Acartiidae and Tortanidae. Publications of the Seto Marine Biological Laboratory 12(5):379-408. (10-iii-1965).",maximum adult body length,2.4,mm,male
157683,Tortanus_UnID,Genus,720423,Tortanus (Atortus) longipes,Species,species within genus,"Tanaka, O. (1965). The pelagic copepods of the Izu region, Middle Japan. Systematic account XIII. Parapontellidae, Acartiidae and Tortanidae. Publications of the Seto Marine Biological Laboratory 12(5):379-408. (10-iii-1965).",maximum adult body length,2.55,mm,female
157683,Tortanus_UnID,Genus,720423,Tortanus (Atortus) longipes,Species,species within genus,"Razouls, C., N. Desreumaux, J. Kouwenberg & F. de Bovée. (2005). Biodiversity of Marine Planktonic Copepods (morphology, geographical distribution and biological data). Sorbonne University, CNRS. ",maximum adult body length,2.46,mm,male
157683,Tortanus_UnID,Genus,720423,Tortanus (Atortus) longipes,Species,species within genus,"Razouls, C., N. Desreumaux, J. Kouwenberg & F. de Bovée. (2005). Biodiversity of Marine Planktonic Copepods (morphology, geographical distribution and biological data). Sorbonne University, CNRS. ",maximum adult body length,2.59,mm,female
157683,Tortanus_UnID,Genus,720424,Tortanus (Atortus) lophus,Species,species within genus,"Bowman, T.E. (1971). Tortanus scaphus and Tortanus lophus, new Pacific planktonic copepods, with notes on Tortanus murrayi (Calanoida, Tortanidae). Pacific Science 25(4):521-528. (x-1971)",maximum adult body length,2.2,mm,male
157683,Tortanus_UnID,Genus,720424,Tortanus (Atortus) lophus,Species,species within genus,"Bowman, T.E. (1971). Tortanus scaphus and Tortanus lophus, new Pacific planktonic copepods, with notes on Tortanus murrayi (Calanoida, Tortanidae). Pacific Science 25(4):521-528. (x-1971)",maximum adult body length,2.5,mm,female
157683,Tortanus_UnID,Genus,720424,Tortanus (Atortus) lophus,Species,species within genus,"Razouls, C., N. Desreumaux, J. Kouwenberg & F. de Bovée. (2005). Biodiversity of Marine Planktonic Copepods (morphology, geographical distribution and biological data). Sorbonne University, CNRS. ",maximum adult body length,2.2,mm,male
157683,Tortanus_UnID,Genus,720424,Tortanus (Atortus) lophus,Species,species within genus,"Razouls, C., N. Desreumaux, J. Kouwenberg & F. de Bovée. (2005). Biodiversity of Marine Planktonic Copepods (morphology, geographical distribution and biological data). Sorbonne University, CNRS. ",maximum adult body length,2.5,mm,female
157683,Tortanus_UnID,Genus,720585,Tortanus (Atortus) magnonyx,Species,species within genus,"Ohtsuka, S. & D.V.P. Conway. (2005). A new species of Tortanus (Atortus) (Copepoda: Calanoida: Tortanidae) from the Seychelles, Mauritius and Madagascar. Journal of the Marine Biological Association of the United Kingdom 85(1):65-70.",maximum adult body length,2.2,mm,male
157683,Tortanus_UnID,Genus,720585,Tortanus (Atortus) magnonyx,Species,species within genus,"Ohtsuka, S. & D.V.P. Conway. (2005). A new species of Tortanus (Atortus) (Copepoda: Calanoida: Tortanidae) from the Seychelles, Mauritius and Madagascar. Journal of the Marine Biological Association of the United Kingdom 85(1):65-70.",maximum adult body length,2.49,mm,female
157683,Tortanus_UnID,Genus,720585,Tortanus (Atortus) magnonyx,Species,species within genus,"Razouls, C., N. Desreumaux, J. Kouwenberg & F. de Bovée. (2005). Biodiversity of Marine Planktonic Copepods (morphology, geographical distribution and biological data). Sorbonne University, CNRS. ",maximum adult body length,2.2,mm,male
157683,Tortanus_UnID,Genus,720585,Tortanus (Atortus) magnonyx,Species,species within genus,"Razouls, C., N. Desreumaux, J. Kouwenberg & F. de Bovée. (2005). Biodiversity of Marine Planktonic Copepods (morphology, geographical distribution and biological data). Sorbonne University, CNRS. ",maximum adult body length,2.49,mm,female
157683,Tortanus_UnID,Genus,720425,Tortanus (Atortus) murrayi,Species,species within genus,"Bowman, T.E. (1971). Tortanus scaphus and Tortanus lophus, new Pacific planktonic copepods, with notes on Tortanus murrayi (Calanoida, Tortanidae). Pacific Science 25(4):521-528. (x-1971)",maximum adult body length,2.25,mm,male
157683,Tortanus_UnID,Genus,720425,Tortanus (Atortus) murrayi,Species,species within genus,"Bowman, T.E. (1971). Tortanus scaphus and Tortanus lophus, new Pacific planktonic copepods, with notes on Tortanus murrayi (Calanoida, Tortanidae). Pacific Science 25(4):521-528. (x-1971)",maximum adult body length,2.64,mm,female
157683,Tortanus_UnID,Genus,720425,Tortanus (Atortus) murrayi,Species,species within genus,"Razouls, C., N. Desreumaux, J. Kouwenberg & F. de Bovée. (2005). Biodiversity of Marine Planktonic Copepods (morphology, geographical distribution and biological data). Sorbonne University, CNRS. ",maximum adult body length,2.65,mm,female
