target_aphia_id,target_taxon_name,target_taxon_level,lit_aphia_id,lit_taxon_name,lit_taxon_level,lit_taxon_type,citation,trait_group,trait_value,trait_unit,Gender
104108,Acartia_UnID,Genus,346047,Acartia (Hypoacartia) adriatica,Species,species within genus,"Bradford-Grieve, J.M. (1999). To replace Fiches d'Identification du Zooplancton No. 12. Copepoda. Sub-order: Calanoida, Family: Acartiidae, Genera: Acartia, Paracartia, Pteriacartia. ICES (International Council for the Exploration of the Sea) Identification Leaflets for Plankton 181:1-19.",maximum adult body length,1.22,mm,female
104108,Acartia_UnID,Genus,346047,Acartia (Hypoacartia) adriatica,Species,species within genus,"Bradford-Grieve, J.M. (1999). To replace Fiches d'Identification du Zooplancton No. 12. Copepoda. Sub-order: Calanoida, Family: Acartiidae, Genera: Acartia, Paracartia, Pteriacartia. ICES (International Council for the Exploration of the Sea) Identification Leaflets for Plankton 181:1-19.",maximum adult body length,1.27,mm,male
104108,Acartia_UnID,Genus,346047,Acartia (Hypoacartia) adriatica,Species,species within genus,"Razouls, C., N. Desreumaux, J. Kouwenberg & F. de Bovée. (2005). Biodiversity of Marine Planktonic Copepods (morphology, geographical distribution and biological data). Sorbonne University, CNRS. ",maximum adult body length,1.28,mm,male
104108,Acartia_UnID,Genus,346047,Acartia (Hypoacartia) adriatica,Species,species within genus,"Razouls, C., N. Desreumaux, J. Kouwenberg & F. de Bovée. (2005). Biodiversity of Marine Planktonic Copepods (morphology, geographical distribution and biological data). Sorbonne University, CNRS. ",maximum adult body length,1.39,mm,female
104108,Acartia_UnID,Genus,359814,Paracartia africana,Species,species within genus,"Steuer, A. (1924). Bausteine zu einer Monographie der Copepodengattung Acartia. 1. Die Arten der Gattung Acartia Dana. 2. Die Grösse der Hochsee-Acartien in ihrer Abhängigkeit von der Dichte des Meerwassers. Arbeiten aus dem Zoologischen Institut der Universität Innsbruck 1(5):91-144 (separate: 1-56), figs. 1-179, pls. 1-5, maps 1-6. [dated 1923]",maximum adult body length,1.22,mm,male
104108,Acartia_UnID,Genus,359814,Paracartia africana,Species,species within genus,"Steuer, A. (1924). Bausteine zu einer Monographie der Copepodengattung Acartia. 1. Die Arten der Gattung Acartia Dana. 2. Die Grösse der Hochsee-Acartien in ihrer Abhängigkeit von der Dichte des Meerwassers. Arbeiten aus dem Zoologischen Institut der Universität Innsbruck 1(5):91-144 (separate: 1-56), figs. 1-179, pls. 1-5, maps 1-6. [dated 1923]",maximum adult body length,1.31,mm,female
104108,Acartia_UnID,Genus,359814,Paracartia africana,Species,species within genus,"Razouls, C., N. Desreumaux, J. Kouwenberg & F. de Bovée. (2005). Biodiversity of Marine Planktonic Copepods (morphology, geographical distribution and biological data). Sorbonne University, CNRS. ",maximum adult body length,1.3,mm,male
104108,Acartia_UnID,Genus,359814,Paracartia africana,Species,species within genus,"Razouls, C., N. Desreumaux, J. Kouwenberg & F. de Bovée. (2005). Biodiversity of Marine Planktonic Copepods (morphology, geographical distribution and biological data). Sorbonne University, CNRS. ",maximum adult body length,1.5,mm,female
104108,Acartia_UnID,Genus,346049,Acartia (Odontacartia) amboinensis,Species,species within genus,"Prusova, I.Y., S.L. Smith & E. Popova.  2012.  Calanoid copepods of the Arabian Sea region.  Sultan Qaboos University, Academic Publication Board, Muscat, Oman  240 pp., 240 figs. (2011).",maximum adult body length,1.25,mm,male
104108,Acartia_UnID,Genus,346049,Acartia (Odontacartia) amboinensis,Species,species within genus,"Tanaka, O. (1965). The pelagic copepods of the Izu region, Middle Japan. Systematic account XIII. Parapontellidae, Acartiidae and Tortanidae. Publications of the Seto Marine Biological Laboratory 12(5):379-408. (10-iii-1965).",maximum adult body length,1.51,mm,female
104108,Acartia_UnID,Genus,346049,Acartia (Odontacartia) amboinensis,Species,species within genus,"Conway, D.V.P., R.G. White, J. Hugues-Dit-Ciles, C.P. Gallienne & D.B. Robins. (2003). Guide to the coastal and surface zooplankton of the south-western Indian Ocean. Marine Biological Association of the United Kingdom Occasional Publication. UK-DEFRA Darwin Initiative Project 162/09/004 Zooplankton of the Mascarene Plateau. 15:1-354.",maximum adult body length,1.3,mm,male
104108,Acartia_UnID,Genus,346049,Acartia (Odontacartia) amboinensis,Species,species within genus,"Razouls, C., N. Desreumaux, J. Kouwenberg & F. de Bovée. (2005). Biodiversity of Marine Planktonic Copepods (morphology, geographical distribution and biological data). Sorbonne University, CNRS. ",maximum adult body length,1.33,mm,male
104108,Acartia_UnID,Genus,346049,Acartia (Odontacartia) amboinensis,Species,species within genus,"Razouls, C., N. Desreumaux, J. Kouwenberg & F. de Bovée. (2005). Biodiversity of Marine Planktonic Copepods (morphology, geographical distribution and biological data). Sorbonne University, CNRS. ",maximum adult body length,1.47,mm,female
104108,Acartia_UnID,Genus,346049,Acartia (Odontacartia) amboinensis,Species,species within genus,"Conway, D.V.P., R.G. White, J. Hugues-Dit-Ciles, C.P. Gallienne & D.B. Robins. (2003). Guide to the coastal and surface zooplankton of the south-western Indian Ocean. Marine Biological Association of the United Kingdom Occasional Publication. UK-DEFRA Darwin Initiative Project 162/09/004 Zooplankton of the Mascarene Plateau. 15:1-354.",maximum adult body length,1.51,mm,female
104108,Acartia_UnID,Genus,346050,Acartia (Odontacartia) australis,Species,species within genus,"Farran, G.P. (1936). Copepoda. Great Barrier Reef Expedition 1928-29, Scientific Reports, British Museum (Natural History), London. 5(3):73-142. figs.1-30. (27-vi-1936).",maximum adult body length,1.13,mm,male
104108,Acartia_UnID,Genus,346050,Acartia (Odontacartia) australis,Species,species within genus,"Farran, G.P. (1936). Copepoda. Great Barrier Reef Expedition 1928-29, Scientific Reports, British Museum (Natural History), London. 5(3):73-142. figs.1-30. (27-vi-1936).",maximum adult body length,1.34,mm,female
104108,Acartia_UnID,Genus,346050,Acartia (Odontacartia) australis,Species,species within genus,"Razouls, C., N. Desreumaux, J. Kouwenberg & F. de Bovée. (2005). Biodiversity of Marine Planktonic Copepods (morphology, geographical distribution and biological data). Sorbonne University, CNRS. ",maximum adult body length,1.23,mm,male
104108,Acartia_UnID,Genus,346050,Acartia (Odontacartia) australis,Species,species within genus,"Satapoomin, S., T.G. Nielsen & P.J. Hansen. (2004). Andaman Sea copepods: spatio-temporal variations in biomass and production, and role in the pelagic food web. Marine Ecology Progress Series. 274:99-122.",maximum adult body length,1.24,mm,female
104108,Acartia_UnID,Genus,346050,Acartia (Odontacartia) australis,Species,species within genus,"Razouls, C., N. Desreumaux, J. Kouwenberg & F. de Bovée. (2005). Biodiversity of Marine Planktonic Copepods (morphology, geographical distribution and biological data). Sorbonne University, CNRS. ",maximum adult body length,1.4,mm,female
104108,Acartia_UnID,Genus,345940,Acartia (Acanthacartia) sinjiensis,Species,species within genus,"Ueda, H. & J. Hiromi. (1987). The Acartia plumosa T. Scott species group (Copepoda, Calanoida) with a description of A. tropica n. sp. Crustaceana, Leiden 53(3):225-236, figs. 1-6, tab. 1. (ii.1987)",maximum adult body length,1,mm,male
104108,Acartia_UnID,Genus,345940,Acartia (Acanthacartia) sinjiensis,Species,species within genus,"Ueda, H. & J. Hiromi. (1987). The Acartia plumosa T. Scott species group (Copepoda, Calanoida) with a description of A. tropica n. sp. Crustaceana, Leiden 53(3):225-236, figs. 1-6, tab. 1. (ii.1987)",maximum adult body length,1.1,mm,female
104108,Acartia_UnID,Genus,345940,Acartia (Acanthacartia) sinjiensis,Species,species within genus,"Bradford-Grieve, J.M. (1999). The Marine Fauna of New Zealand: Pelagic Calanoid Copepoda: Bathypontiidae, Arietellidae, Augaptilidae, Heterorhabdidae, Lucicutiidae, Metrodinidae, Phyllopodidae, Centropagidae, Pseudodiaptomidae, Temoridae, Candaciidae, Pontellidae, Sulcanidae, Acartiid National Institute of Water and Atmospheric Research (NIWA) Biodiversity Memoir, Wellington 111:1-268.",maximum adult body length,1.03,mm,male
104108,Acartia_UnID,Genus,345940,Acartia (Acanthacartia) sinjiensis,Species,species within genus,"Razouls, C., N. Desreumaux, J. Kouwenberg & F. de Bovée. (2005). Biodiversity of Marine Planktonic Copepods (morphology, geographical distribution and biological data). Sorbonne University, CNRS. ",maximum adult body length,1.03,mm,male
104108,Acartia_UnID,Genus,345940,Acartia (Acanthacartia) sinjiensis,Species,species within genus,"Bradford-Grieve, J.M. (1999). The Marine Fauna of New Zealand: Pelagic Calanoid Copepoda: Bathypontiidae, Arietellidae, Augaptilidae, Heterorhabdidae, Lucicutiidae, Metrodinidae, Phyllopodidae, Centropagidae, Pseudodiaptomidae, Temoridae, Candaciidae, Pontellidae, Sulcanidae, Acartiid National Institute of Water and Atmospheric Research (NIWA) Biodiversity Memoir, Wellington 111:1-268.",maximum adult body length,1.09,mm,female
104108,Acartia_UnID,Genus,345940,Acartia (Acanthacartia) sinjiensis,Species,species within genus,"Razouls, C., N. Desreumaux, J. Kouwenberg & F. de Bovée. (2005). Biodiversity of Marine Planktonic Copepods (morphology, geographical distribution and biological data). Sorbonne University, CNRS. ",maximum adult body length,1.1,mm,female
104108,Acartia_UnID,Genus,346032,Acartia (Acartiura) bermudensis,Species,species within genus,"Esterly, C.O. (1911). Calanoid Copepoda from the Bermuda Islands. Proceedings of the American Academy of Arts and Sciences 47(7):219-226, pls. 1-4. (vii-1911)",maximum adult body length,0.86,mm,female
104108,Acartia_UnID,Genus,346032,Acartia (Acartiura) bermudensis,Species,species within genus,"Esterly, C.O. (1911). Calanoid Copepoda from the Bermuda Islands. Proceedings of the American Academy of Arts and Sciences 47(7):219-226, pls. 1-4. (vii-1911)",maximum adult body length,0.93,mm,male
104108,Acartia_UnID,Genus,345919,Acartia (Acanthacartia) bifilosa,Species,species within genus,"Bradford-Grieve, J.M. (1999). To replace Fiches d'Identification du Zooplancton No. 12. Copepoda. Sub-order: Calanoida, Family: Acartiidae, Genera: Acartia, Paracartia, Pteriacartia. ICES (International Council for the Exploration of the Sea) Identification Leaflets for Plankton 181:1-19.",maximum adult body length,1.1,mm,female
104108,Acartia_UnID,Genus,345919,Acartia (Acanthacartia) bifilosa,Species,species within genus,"Bradford-Grieve, J.M. (1999). To replace Fiches d'Identification du Zooplancton No. 12. Copepoda. Sub-order: Calanoida, Family: Acartiidae, Genera: Acartia, Paracartia, Pteriacartia. ICES (International Council for the Exploration of the Sea) Identification Leaflets for Plankton 181:1-19.",maximum adult body length,1.1,mm,male
104108,Acartia_UnID,Genus,345919,Acartia (Acanthacartia) bifilosa,Species,species within genus,"Conway, D.V.P. (2012). Marine zooplankton of southern Britain. Part 2: Arachnida, Pycnogonida, Cladocera, Facetotecta, Cirripedia and Copepoda. In: John, A.W.G. (ed.). Occasional Publications. Marine Biological Association of the United Kingdom, Plymouth, United Kingdom. 26:163 pp.",maximum adult body length,1.1,mm,female
104108,Acartia_UnID,Genus,345919,Acartia (Acanthacartia) bifilosa,Species,species within genus,"Conway, D.V.P. (2012). Marine zooplankton of southern Britain. Part 2: Arachnida, Pycnogonida, Cladocera, Facetotecta, Cirripedia and Copepoda. In: John, A.W.G. (ed.). Occasional Publications. Marine Biological Association of the United Kingdom, Plymouth, United Kingdom. 26:163 pp.",maximum adult body length,1.1,mm,male
104108,Acartia_UnID,Genus,345919,Acartia (Acanthacartia) bifilosa,Species,species within genus,"Hirst, A.G. & T. Kiørboe. (2014). Macroevolutionary patterns of sexual size dimorphism in copepods. Proceedings of the Royal Society Biological Sciences Series B. 281(1791).",maximum adult body length,1.1,mm,female
104108,Acartia_UnID,Genus,345919,Acartia (Acanthacartia) bifilosa,Species,species within genus,"Nielsen, T.G. & P.J. Hansen. (1999). Dyreplankton i danske farvande. Miljø- og Energiministeriet, Danmarks Miljøundersøgelser. ",maximum adult body length,1.1,mm,female
104108,Acartia_UnID,Genus,345919,Acartia (Acanthacartia) bifilosa,Species,species within genus,"Nielsen, T.G. & P.J. Hansen. (1999). Dyreplankton i danske farvande. Miljø- og Energiministeriet, Danmarks Miljøundersøgelser. ",maximum adult body length,1.1,mm,male
104108,Acartia_UnID,Genus,345919,Acartia (Acanthacartia) bifilosa,Species,species within genus,"Breemen, P.J. van. (1908). VIII. Copepoden. In: Nordisches Plankton, Zoologischer Teil, Vierter Band, Verlag von Lipsius & Tischer, Kiel. 4(8):1-264, figs. 1-251.",maximum adult body length,1.1,mm,female
104108,Acartia_UnID,Genus,345919,Acartia (Acanthacartia) bifilosa,Species,species within genus,"Breemen, P.J. van. (1908). VIII. Copepoden. In: Nordisches Plankton, Zoologischer Teil, Vierter Band, Verlag von Lipsius & Tischer, Kiel. 4(8):1-264, figs. 1-251.",maximum adult body length,1.1,mm,male
104108,Acartia_UnID,Genus,345919,Acartia (Acanthacartia) bifilosa,Species,species within genus,"Razouls, C., N. Desreumaux, J. Kouwenberg & F. de Bovée. (2005). Biodiversity of Marine Planktonic Copepods (morphology, geographical distribution and biological data). Sorbonne University, CNRS. ",maximum adult body length,1.25,mm,female
104108,Acartia_UnID,Genus,345919,Acartia (Acanthacartia) bifilosa,Species,species within genus,"Razouls, C., N. Desreumaux, J. Kouwenberg & F. de Bovée. (2005). Biodiversity of Marine Planktonic Copepods (morphology, geographical distribution and biological data). Sorbonne University, CNRS. ",maximum adult body length,1.25,mm,male
104108,Acartia_UnID,Genus,345920,Acartia (Acanthacartia) bilobata,Species,species within genus,"Abraham, S. (1970). A new species of Acartia (Copepoda, Calanoida) from Cochin Harbour, India, and adjacent areas. Crustaceana, Leiden l8(1):49-54, figs. l-l5. (3-iii-1970)",maximum adult body length,0.95,mm,male
104108,Acartia_UnID,Genus,345920,Acartia (Acanthacartia) bilobata,Species,species within genus,"Abraham, S. (1970). A new species of Acartia (Copepoda, Calanoida) from Cochin Harbour, India, and adjacent areas. Crustaceana, Leiden l8(1):49-54, figs. l-l5. (3-iii-1970)",maximum adult body length,1.1,mm,female
104108,Acartia_UnID,Genus,345920,Acartia (Acanthacartia) bilobata,Species,species within genus,"Razouls, C., N. Desreumaux, J. Kouwenberg & F. de Bovée. (2005). Biodiversity of Marine Planktonic Copepods (morphology, geographical distribution and biological data). Sorbonne University, CNRS. ",maximum adult body length,0.95,mm,male
104108,Acartia_UnID,Genus,345920,Acartia (Acanthacartia) bilobata,Species,species within genus,"Razouls, C., N. Desreumaux, J. Kouwenberg & F. de Bovée. (2005). Biodiversity of Marine Planktonic Copepods (morphology, geographical distribution and biological data). Sorbonne University, CNRS. ",maximum adult body length,1.1,mm,female
104108,Acartia_UnID,Genus,346051,Acartia (Odontacartia) bispinosa,Species,species within genus,"Mori, T. (1937). The Pelagic Copepoda from the Neighbouring Waters of Japan. Yokendo Co., Tokyo 150pp., pls. 1-80. (Reprinted 1964.)",maximum adult body length,1.06,mm,female
104108,Acartia_UnID,Genus,346051,Acartia (Odontacartia) bispinosa,Species,species within genus,"Mulyadi . (2004). The pelagic calanoid copepods of the families Acartiidae, Aetideidae, Augaptilidae, Calanidae, Calocalanidae, Candaciidae, Centropagidae, Clausocalanidae, Eucalanidae, Euchaetidae, Heterorhabdidae, Metridinidae, Paracalanidae, Phaennidae, Pseudodiaptomida Research Center for Biology, Indonesia Institute of Sciences, Bogor 1-195 pp.",maximum adult body length,1.2,mm,male
104108,Acartia_UnID,Genus,346051,Acartia (Odontacartia) bispinosa,Species,species within genus,"Conway, D.V.P., R.G. White, J. Hugues-Dit-Ciles, C.P. Gallienne & D.B. Robins. (2003). Guide to the coastal and surface zooplankton of the south-western Indian Ocean. Marine Biological Association of the United Kingdom Occasional Publication. UK-DEFRA Darwin Initiative Project 162/09/004 Zooplankton of the Mascarene Plateau. 15:1-354.",maximum adult body length,1.3,mm,male
104108,Acartia_UnID,Genus,346051,Acartia (Odontacartia) bispinosa,Species,species within genus,"Conway, D.V.P., R.G. White, J. Hugues-Dit-Ciles, C.P. Gallienne & D.B. Robins. (2003). Guide to the coastal and surface zooplankton of the south-western Indian Ocean. Marine Biological Association of the United Kingdom Occasional Publication. UK-DEFRA Darwin Initiative Project 162/09/004 Zooplankton of the Mascarene Plateau. 15:1-354.",maximum adult body length,1.32,mm,female
104108,Acartia_UnID,Genus,346051,Acartia (Odontacartia) bispinosa,Species,species within genus,"Razouls, C., N. Desreumaux, J. Kouwenberg & F. de Bovée. (2005). Biodiversity of Marine Planktonic Copepods (morphology, geographical distribution and biological data). Sorbonne University, CNRS. ",maximum adult body length,1.4,mm,male
104108,Acartia_UnID,Genus,346051,Acartia (Odontacartia) bispinosa,Species,species within genus,"Razouls, C., N. Desreumaux, J. Kouwenberg & F. de Bovée. (2005). Biodiversity of Marine Planktonic Copepods (morphology, geographical distribution and biological data). Sorbonne University, CNRS. ",maximum adult body length,1.6,mm,female
104108,Acartia_UnID,Genus,346052,Acartia (Odontacartia) bowmani,Species,species within genus,"Abraham, S. (1976). A new calanoid copepod of the genus Acartia from the Cochin Backwaters, India, and a redescription of Acartia centrura Giesbrecht. Crustaceana, Leiden 30(1):73-8l, figs. 1-17, tab. 1-4. (16-ii-1976)",maximum adult body length,1.1,mm,male
104108,Acartia_UnID,Genus,346052,Acartia (Odontacartia) bowmani,Species,species within genus,"Abraham, S. (1976). A new calanoid copepod of the genus Acartia from the Cochin Backwaters, India, and a redescription of Acartia centrura Giesbrecht. Crustaceana, Leiden 30(1):73-8l, figs. 1-17, tab. 1-4. (16-ii-1976)",maximum adult body length,1.3,mm,female
104108,Acartia_UnID,Genus,346052,Acartia (Odontacartia) bowmani,Species,species within genus,"Razouls, C., N. Desreumaux, J. Kouwenberg & F. de Bovée. (2005). Biodiversity of Marine Planktonic Copepods (morphology, geographical distribution and biological data). Sorbonne University, CNRS. ",maximum adult body length,1.3,mm,female
104108,Acartia_UnID,Genus,345921,Acartia (Acanthacartia) californiensis,Species,species within genus,"Trujillo-Ortiz, A. (1986). Life cycle of the marine calanoid copepod Acartia californiensis Trinast reared under laboratory conditions. California Cooperative Oceanic Fisheries Investigations (CALCOFI) Reports 27:188-204, figs. 1-21, tabs. 1-2. (x.1986)",maximum adult body length,0.92,mm,male
104108,Acartia_UnID,Genus,345921,Acartia (Acanthacartia) californiensis,Species,species within genus,"Trujillo-Ortiz, A. (1986). Life cycle of the marine calanoid copepod Acartia californiensis Trinast reared under laboratory conditions. California Cooperative Oceanic Fisheries Investigations (CALCOFI) Reports 27:188-204, figs. 1-21, tabs. 1-2. (x.1986)",maximum adult body length,1.1,mm,female
104108,Acartia_UnID,Genus,345921,Acartia (Acanthacartia) californiensis,Species,species within genus,"Razouls, C., N. Desreumaux, J. Kouwenberg & F. de Bovée. (2005). Biodiversity of Marine Planktonic Copepods (morphology, geographical distribution and biological data). Sorbonne University, CNRS. ",maximum adult body length,0.96,mm,male
104108,Acartia_UnID,Genus,345921,Acartia (Acanthacartia) californiensis,Species,species within genus,"Razouls, C., N. Desreumaux, J. Kouwenberg & F. de Bovée. (2005). Biodiversity of Marine Planktonic Copepods (morphology, geographical distribution and biological data). Sorbonne University, CNRS. ",maximum adult body length,1.04,mm,female
104108,Acartia_UnID,Genus,346053,Acartia (Odontacartia) centrura,Species,species within genus,"Giesbrecht, W. & O. Schmeil. (1898). Copepoda I. Gymnoplea. Das Tierreich. Eine Zusammenstellung und Kennzeichnung der rezenten Tierformen, Berlin 6:i-xvi, 1-169, figs. 1-31.",maximum adult body length,1.03,mm,male
104108,Acartia_UnID,Genus,346053,Acartia (Odontacartia) centrura,Species,species within genus,"Giesbrecht, W. & O. Schmeil. (1898). Copepoda I. Gymnoplea. Das Tierreich. Eine Zusammenstellung und Kennzeichnung der rezenten Tierformen, Berlin 6:i-xvi, 1-169, figs. 1-31.",maximum adult body length,1.24,mm,female
104108,Acartia_UnID,Genus,346053,Acartia (Odontacartia) centrura,Species,species within genus,"Breemen, P.J. van. (1908). VIII. Copepoden. In: Nordisches Plankton, Zoologischer Teil, Vierter Band, Verlag von Lipsius & Tischer, Kiel. 4(8):1-264, figs. 1-251.",maximum adult body length,1.03,mm,male
104108,Acartia_UnID,Genus,346053,Acartia (Odontacartia) centrura,Species,species within genus,"Breemen, P.J. van. (1908). VIII. Copepoden. In: Nordisches Plankton, Zoologischer Teil, Vierter Band, Verlag von Lipsius & Tischer, Kiel. 4(8):1-264, figs. 1-251.",maximum adult body length,1.24,mm,female
104108,Acartia_UnID,Genus,346053,Acartia (Odontacartia) centrura,Species,species within genus,"Razouls, C., N. Desreumaux, J. Kouwenberg & F. de Bovée. (2005). Biodiversity of Marine Planktonic Copepods (morphology, geographical distribution and biological data). Sorbonne University, CNRS. ",maximum adult body length,1.3,mm,female
104108,Acartia_UnID,Genus,345922,Acartia (Acanthacartia) chilkaensis,Species,species within genus,"Sewell, R.B.S. (1919). A preliminary note on some new species of Copepoda. Records of the Indian Museum, Calcutta 16:1-18, pls. 9-10. (22-i-1919)",maximum adult body length,0.7,mm,male
104108,Acartia_UnID,Genus,345922,Acartia (Acanthacartia) chilkaensis,Species,species within genus,"Sewell, R.B.S. (1919). A preliminary note on some new species of Copepoda. Records of the Indian Museum, Calcutta 16:1-18, pls. 9-10. (22-i-1919)",maximum adult body length,0.75,mm,female
104108,Acartia_UnID,Genus,149755,Acartia (Acartiura) clausi,Species,species within genus,"Bradford, J.M. (1976). Partial revision of the Acartia subgenus Acartiura (Copepoda: Calanoida: Acartiidae). New Zealand Journal of Marine and Freshwater Research 10(1):159-202, figs. 1-33. (iii-1976)",maximum adult body length,1.31,mm,male
104108,Acartia_UnID,Genus,149755,Acartia (Acartiura) clausi,Species,species within genus,"Bradford, J.M. (1976). Partial revision of the Acartia subgenus Acartiura (Copepoda: Calanoida: Acartiidae). New Zealand Journal of Marine and Freshwater Research 10(1):159-202, figs. 1-33. (iii-1976)",maximum adult body length,1.47,mm,female
104108,Acartia_UnID,Genus,149755,Acartia (Acartiura) clausi,Species,species within genus,"Hirst, A.G. & T. Kiørboe. (2014). Macroevolutionary patterns of sexual size dimorphism in copepods. Proceedings of the Royal Society Biological Sciences Series B. 281(1791).",maximum adult body length,1.07,mm,male
104108,Acartia_UnID,Genus,149755,Acartia (Acartiura) clausi,Species,species within genus,"Breemen, P.J. van. (1908). VIII. Copepoden. In: Nordisches Plankton, Zoologischer Teil, Vierter Band, Verlag von Lipsius & Tischer, Kiel. 4(8):1-264, figs. 1-251.",maximum adult body length,1.07,mm,male
104108,Acartia_UnID,Genus,149755,Acartia (Acartiura) clausi,Species,species within genus,"Conway, D.V.P. (2006). Identification of the copepodite developmental stages of twenty-six North Atlantic copepods. Occasional Publications of the Marine Biological Association of the United Kingdom. 21:1-28.",maximum adult body length,1.18,mm,female
104108,Acartia_UnID,Genus,149755,Acartia (Acartiura) clausi,Species,species within genus,"Nielsen, T.G. & P.J. Hansen. (1999). Dyreplankton i danske farvande. Miljø- og Energiministeriet, Danmarks Miljøundersøgelser. ",maximum adult body length,1.2,mm,female
104108,Acartia_UnID,Genus,149755,Acartia (Acartiura) clausi,Species,species within genus,"Nielsen, T.G. & P.J. Hansen. (1999). Dyreplankton i danske farvande. Miljø- og Energiministeriet, Danmarks Miljøundersøgelser. ",maximum adult body length,1.2,mm,male
104108,Acartia_UnID,Genus,149755,Acartia (Acartiura) clausi,Species,species within genus,"Hirst, A.G. & T. Kiørboe. (2014). Macroevolutionary patterns of sexual size dimorphism in copepods. Proceedings of the Royal Society Biological Sciences Series B. 281(1791).",maximum adult body length,1.22,mm,female
104108,Acartia_UnID,Genus,149755,Acartia (Acartiura) clausi,Species,species within genus,"Breemen, P.J. van. (1908). VIII. Copepoden. In: Nordisches Plankton, Zoologischer Teil, Vierter Band, Verlag von Lipsius & Tischer, Kiel. 4(8):1-264, figs. 1-251.",maximum adult body length,1.22,mm,female
104108,Acartia_UnID,Genus,149755,Acartia (Acartiura) clausi,Species,species within genus,"Conway, D.V.P. (2006). Identification of the copepodite developmental stages of twenty-six North Atlantic copepods. Occasional Publications of the Marine Biological Association of the United Kingdom. 21:1-28.",maximum adult body length,1.32,mm,male
104108,Acartia_UnID,Genus,149755,Acartia (Acartiura) clausi,Species,species within genus,"Conway, D.V.P. (2012). Marine zooplankton of southern Britain. Part 2: Arachnida, Pycnogonida, Cladocera, Facetotecta, Cirripedia and Copepoda. In: John, A.W.G. (ed.). Occasional Publications. Marine Biological Association of the United Kingdom, Plymouth, United Kingdom. 26:163 pp.",maximum adult body length,1.32,mm,male
104108,Acartia_UnID,Genus,149755,Acartia (Acartiura) clausi,Species,species within genus,"Razouls, C., N. Desreumaux, J. Kouwenberg & F. de Bovée. (2005). Biodiversity of Marine Planktonic Copepods (morphology, geographical distribution and biological data). Sorbonne University, CNRS. ",maximum adult body length,1.34,mm,male
104108,Acartia_UnID,Genus,149755,Acartia (Acartiura) clausi,Species,species within genus,"Conway, D.V.P. (2012). Marine zooplankton of southern Britain. Part 2: Arachnida, Pycnogonida, Cladocera, Facetotecta, Cirripedia and Copepoda. In: John, A.W.G. (ed.). Occasional Publications. Marine Biological Association of the United Kingdom, Plymouth, United Kingdom. 26:163 pp.",maximum adult body length,1.47,mm,female
104108,Acartia_UnID,Genus,149755,Acartia (Acartiura) clausi,Species,species within genus,"Razouls, C., N. Desreumaux, J. Kouwenberg & F. de Bovée. (2005). Biodiversity of Marine Planktonic Copepods (morphology, geographical distribution and biological data). Sorbonne University, CNRS. ",maximum adult body length,1.47,mm,female
104108,Acartia_UnID,Genus,346026,Acartia (Acartia) danae,Species,species within genus,"Bradford-Grieve, J.M. (1999). To replace Fiches d'Identification du Zooplancton No. 12. Copepoda. Sub-order: Calanoida, Family: Acartiidae, Genera: Acartia, Paracartia, Pteriacartia. ICES (International Council for the Exploration of the Sea) Identification Leaflets for Plankton 181:1-19.",maximum adult body length,0.8,mm,male
104108,Acartia_UnID,Genus,346026,Acartia (Acartia) danae,Species,species within genus,"Bradford-Grieve, J.M. (1999). To replace Fiches d'Identification du Zooplancton No. 12. Copepoda. Sub-order: Calanoida, Family: Acartiidae, Genera: Acartia, Paracartia, Pteriacartia. ICES (International Council for the Exploration of the Sea) Identification Leaflets for Plankton 181:1-19.",maximum adult body length,1.27,mm,female
104108,Acartia_UnID,Genus,346026,Acartia (Acartia) danae,Species,species within genus,"Bradford-Grieve, J.M. (1999). The Marine Fauna of New Zealand: Pelagic Calanoid Copepoda: Bathypontiidae, Arietellidae, Augaptilidae, Heterorhabdidae, Lucicutiidae, Metrodinidae, Phyllopodidae, Centropagidae, Pseudodiaptomidae, Temoridae, Candaciidae, Pontellidae, Sulcanidae, Acartiid National Institute of Water and Atmospheric Research (NIWA) Biodiversity Memoir, Wellington 111:1-268.",maximum adult body length,0.8,mm,male
104108,Acartia_UnID,Genus,346026,Acartia (Acartia) danae,Species,species within genus,"Conway, D.V.P., R.G. White, J. Hugues-Dit-Ciles, C.P. Gallienne & D.B. Robins. (2003). Guide to the coastal and surface zooplankton of the south-western Indian Ocean. Marine Biological Association of the United Kingdom Occasional Publication. UK-DEFRA Darwin Initiative Project 162/09/004 Zooplankton of the Mascarene Plateau. 15:1-354.",maximum adult body length,0.8,mm,male
104108,Acartia_UnID,Genus,346026,Acartia (Acartia) danae,Species,species within genus,"Hirst, A.G. & T. Kiørboe. (2014). Macroevolutionary patterns of sexual size dimorphism in copepods. Proceedings of the Royal Society Biological Sciences Series B. 281(1791).",maximum adult body length,0.8,mm,male
104108,Acartia_UnID,Genus,346026,Acartia (Acartia) danae,Species,species within genus,"Razouls, C., N. Desreumaux, J. Kouwenberg & F. de Bovée. (2005). Biodiversity of Marine Planktonic Copepods (morphology, geographical distribution and biological data). Sorbonne University, CNRS. ",maximum adult body length,1.1,mm,male
104108,Acartia_UnID,Genus,346026,Acartia (Acartia) danae,Species,species within genus,"Breemen, P.J. van. (1908). VIII. Copepoden. In: Nordisches Plankton, Zoologischer Teil, Vierter Band, Verlag von Lipsius & Tischer, Kiel. 4(8):1-264, figs. 1-251.",maximum adult body length,1.16,mm,female
