organism_code,aphia_id,taxon,source,aphia_id_syn,synonym,status,rank,kingdom,phylum,class,order,family,genus
6570,181551,Physa,worms,1353153,Limnea (Physa),unaccepted,Subgenus,Animalia,Mollusca,Gastropoda,NA,Lymnaeidae,Limnea
6570,181551,Physa,worms,1353105,Physa (Diastropha),unaccepted,Subgenus,Animalia,Mollusca,Gastropoda,NA,Physidae,Physa
6570,181551,Physa,worms,564576,Physa (Gyrina),unaccepted,Subgenus,Animalia,Mollusca,Gastropoda,NA,Physidae,Physa
6570,181551,Physa,worms,1253635,Physa (Laurentiphysa),unaccepted,Subgenus,Animalia,Mollusca,Gastropoda,NA,Physidae,Physa
6570,181551,Physa,worms,1253711,Physa (Mediterraneophysa),unaccepted,Subgenus,Animalia,Mollusca,Gastropoda,NA,Physidae,Physa
6570,181551,Physa,worms,1353152,Physa (Physa),unaccepted,Subgenus,Animalia,Mollusca,Gastropoda,NA,Physidae,Physa
6570,181551,Physa,worms,1253829,Physa (Ussuriphysa),unaccepted,Subgenus,Animalia,Mollusca,Gastropoda,NA,Physidae,Physa
6570,181551,Physa,worms,1367736,Rivicola,unaccepted,Genus,Animalia,Mollusca,Gastropoda,NA,Physidae,Rivicola
1230,582922,Dorylaimus,worms,1599124,Dorylaimus (Dorylaimus),junior objective synonym,Subgenus,Animalia,Nematoda,Enoplea,Dorylaimida,Dorylaimidae,Dorylaimus
1130,689413,Prostoma graecense,worms,1307467,Monopora lacustris,unaccepted,Species,Animalia,Nemertea,Hoplonemertea,Monostilifera,NA,Monopora
1130,689413,Prostoma graecense,worms,863350,Prostoma jenningsi,unaccepted,Species,Animalia,Nemertea,Hoplonemertea,Monostilifera,Prostomatidae,Prostoma
1130,689413,Prostoma graecense,worms,1415956,Stichostemma graecense,unaccepted,Species,Animalia,Nemertea,Hoplonemertea,Monostilifera,Prostomatidae,Stichostemma
1130,689413,Prostoma graecense,worms,689412,Tetrastemma graecensis,unaccepted,Species,Animalia,Nemertea,Hoplonemertea,Monostilifera,Tetrastemmatidae,Tetrastemma
1130,689413,Prostoma graecense,worms,1307468,Tetrastemma lacustre,unaccepted,Species,Animalia,Nemertea,Hoplonemertea,Monostilifera,Tetrastemmatidae,Tetrastemma
1010,482186,Girardia tigrina,worms,482073,Dugesia jimi,unaccepted,Species,Animalia,Platyhelminthes,NA,Tricladida,Dugesiidae,Dugesia
1010,482186,Girardia tigrina,worms,234094,Dugesia tigrina,unaccepted,Species,Animalia,Platyhelminthes,NA,Tricladida,Dugesiidae,Dugesia
1010,482186,Girardia tigrina,worms,482152,Euplanaria tigrina,unaccepted,Species,Animalia,Platyhelminthes,NA,Tricladida,Dugesiidae,Euplanaria
1010,482186,Girardia tigrina,worms,486104,Girardia jimi,unaccepted,Species,Animalia,Platyhelminthes,NA,Tricladida,Dugesiidae,Girardia
